cliente_id,churn_real,churn_prob,segmento_enc,meses_cliente,qtd_produtos,retorno_12m_pct,freq_contato_mes,auc_milhoes,engajamento_score,retorno_relativo,flag_risco,intensidade_rel,dias_desde_ultimo_contato,variacao_freq_contato_3m,tempo_resposta_medio_horas,sem_historico_12m,cliente_novo_sem_contato_hist
CLI00000,1,0.8615,0.08147935856240945,0.22982327458145477,0.30781143679428885,0.2892736308162443,0.08631843499182222,0.30421934262480793,-0.07236279900259923,0.2045324588003921,4.541183959867087e-06,0.04027635508362963,1.4887125851872944,1.8237945976417724,-0.006990726160900966,9.87084542804276e-05,0.0
CLI00001,0,0.0078,-0.306494215091117,0.035589799512060906,-0.12655625824767752,-0.07306612049134961,0.03966930642372707,-0.3895941471509692,-0.2591881621579244,-0.10429303035111506,2.4312025083338368e-06,-0.16796553492721195,-0.20630208916757345,-0.18479918191331643,-0.15591385431459023,1.1943102219877859e-05,0.0
CLI00002,0,0.0147,0.04345678083083823,-0.0529110331371317,-0.25169371768796095,0.06555866140655423,-0.026026229947964028,0.2234789475903933,-0.17121342549742588,0.047262241053093144,2.4312025083338368e-06,0.02568663665360845,-1.1866033903900333,0.046255459781170835,-0.019249018071095032,1.0632404105063022e-05,0.0
CLI00003,0,0.0108,0.043969162883961056,0.006665020032880427,0.12167195313408097,-0.10519673143133476,-0.013081872415806835,-0.3815373277452516,0.20931233203699917,-0.06197439303976871,2.4312025083338368e-06,0.06851552332392578,-1.2996887946823217,-0.16288884129354353,0.007451538145413857,1.0632404105063022e-05,0.0
CLI00004,0,0.0141,0.10905671145408223,0.33191013860866136,0.4462412497304105,0.06300154424013003,-0.00658275483336504,-0.031732430154528465,-0.007569039246966095,-0.006310536984321426,4.541183959867087e-06,0.14213259447038915,-0.6810785027440864,-0.3733838187056908,-1.2875189220571117,7.702507997116495e-05,0.0
CLI00005,0,0.0581,0.1133605179210302,0.032841414074487776,-0.09533767195088017,0.13191405921440524,-0.039108508152299604,-0.023766745752424975,-0.30385379506435084,0.10738522428156716,4.541183959867087e-06,0.046630270903866004,0.2169864117673683,-0.10323379144120096,0.079588105959372,1.1943102219877859e-05,0.0
CLI00006,1,0.6761,0.038101497683154656,0.168672493594809,-0.04122557966847721,0.0051513860887455925,-0.06672618527896064,0.09253287411076559,0.35917111693867176,-0.025400235424701503,4.541183959867087e-06,0.016497612736569876,0.07851000464194823,0.07642134838429845,2.9832179925329556,1.1943102219877859e-05,0.0
CLI00007,0,0.0139,-0.27843514602501435,-0.06092802318831696,-0.093456207587552,0.10956396752872365,-0.041390689767996716,-0.3652697105327202,-0.29585092051734574,0.023953257796586705,4.5411839598670904e-06,0.04035755130198693,-0.011919394915264767,-0.3146665029600858,-0.02525764420796588,1.1943102219877859e-05,0.0
CLI00008,0,0.1368,0.06011502285179477,-0.04164811161498636,0.12125010095260136,0.035728711322629315,-0.021109694884531186,0.29188037428857455,-0.050408867445094124,0.040292839784008015,2.4312025083338368e-06,0.024719696811471927,-0.14553771625898984,-0.06193289119880243,0.8532989299972611,1.1943102219877859e-05,0.0
CLI00009,0,0.119,0.05969952388174715,-0.07070564653730625,0.26448313892728864,0.07288157169713079,0.09874032655708298,0.10327787815107149,-0.013971814869633512,0.028148261451643536,4.5411839598670904e-06,-0.03318337700283951,-0.3367774509209233,0.002828755665579099,0.7714038020562956,1.1943102219877859e-05,0.0
CLI00010,1,0.6698,0.26603082055585847,0.6141872093795886,-0.12127613139949671,0.4503110604767124,0.07305998229126466,0.4497768495211076,0.1925649888744715,0.21434754618418952,4.5411839598670904e-06,0.5322898220964953,-0.489044022595925,0.09687798569106464,1.3772254229874785,1.0847926666927066e-05,0.0
CLI00011,0,0.0236,-0.2675540818097324,-0.043909037331232414,-0.15287756240155942,-0.07679063767197995,-0.05846532287856523,-0.3991195563278051,-0.28780539633800595,-0.04081257271595539,2.4312025083338368e-06,0.0525189515603014,-0.256259980092877,-0.05653376063231637,0.8150000545169959,1.1943102219877859e-05,0.0
CLI00012,0,0.0529,-0.27822828763863494,-0.038326151435164886,-0.20854862193528598,0.1552768746511679,-0.058263782537781354,-0.11048999625881051,-0.05560614202873905,0.22827787763259103,4.5411839598670904e-06,0.01024475334115601,-0.1878531569494958,-0.08817537682616813,0.6959754351823938,1.1943102219877859e-05,0.0
CLI00013,0,0.0464,0.10486139600186162,0.2281288952528573,-0.10629335057455487,0.03746479341970385,-0.004541502142664439,0.0244923847700025,-0.2816211120960098,-0.17188324985326908,4.541183959867087e-06,0.06227561858702057,-0.7277616578847843,-0.030409706951701143,0.7913442530169132,1.0847926666927066e-05,0.0
CLI00014,0,0.0162,0.0762725997497998,0.008249666575086462,-0.14990331352449687,-0.06248236919658132,0.046248834477457465,0.19079658675721023,-0.2649610469285458,-0.04113072742916509,4.541183959867087e-06,0.0013808584927172119,0.9715052996311019,-0.13577143910860565,-1.8007802322783024,0.0002939368897041385,0.0
CLI00015,0,0.0673,0.10731070957721238,-0.08769414327545172,0.08281771756996403,0.0010648413919048915,0.06239346992808148,-0.007901210346373947,-0.07807891133331109,-0.3368410321215721,4.541183959867087e-06,-0.042323624083155396,-0.18381806485050523,0.08068196802724165,0.7223418441085773,1.1943102219877859e-05,0.0
CLI00016,0,0.0912,0.08416133084344228,0.017833645684581977,0.09003367095596758,0.033204147331756376,0.024922547029516535,0.29602263906151594,0.3038868555986131,0.056202786378338566,2.4312025083338368e-06,0.02959096638119947,0.31102826956959556,-0.5460621801784927,-0.051224035466814075,1.1943102219877859e-05,0.0
CLI00017,0,0.0846,0.05511821096742419,-0.022100651911360694,-0.13728603663823735,-0.08870678343600699,0.03647992275721854,0.06322276185459343,0.2251571888545831,-0.13167184079916866,4.541183959867087e-06,-0.018476135110713787,-0.0447370632159383,-0.09503507546217319,0.7260652327158257,1.1943102219877859e-05,0.0
CLI00018,1,0.8143,0.08359202021949814,-0.05305146213752098,-0.09695108981745915,0.06131053111194752,0.07609425496618022,0.09277154458517019,0.2312840062412206,-0.4173469355133161,4.541183959867087e-06,0.11086654031376872,2.776876776692043,-0.07190366905342752,1.6334297609469655,2.6300661770998415e-05,0.0
CLI00019,1,0.7483,0.0758102536856981,0.4485455529427647,0.4947333252181149,0.049802245315451216,0.07634061741338621,0.8631723528124817,0.3642358278459772,0.05608464441206792,4.541183959867087e-06,0.44155397906670746,0.009131908100942507,-0.03456773535205499,1.1934833117189343,1.8347404875387928e-05,0.0
CLI00020,0,0.0487,0.05717360594499023,-0.03849184905446752,-0.07409025299048727,-0.06334690910228967,0.09953018882232063,-0.34383137228806904,0.04629391570338334,-0.023971357410099522,2.4312025083338368e-06,0.02840226373888004,-0.09858561774295788,-0.2723702893074519,0.6605715767767539,1.1943102219877859e-05,0.0
CLI00021,0,0.0289,0.08447040553055375,-0.028498176380980764,-0.031473800592652194,0.051396987830217455,-0.02862543793475964,0.2721240990807995,0.19447246633078186,0.050620038924223676,2.4312025083338368e-06,-0.06469540674392281,-0.6132406723626601,-0.10842621396067278,-0.34346858175134787,1.0847926666927066e-05,0.0
CLI00022,0,0.0421,0.07735663555489011,-0.03226266697279943,-0.16386902965044234,-0.08342117556033679,0.03781195193001401,0.2021320735370823,0.1636615502050181,-0.017713641794630225,2.4312025083338368e-06,-0.2104611339281461,1.0459429601008772,-1.0707993782798508,-0.12430233575747625,2.6300661770998415e-05,0.0
CLI00023,0,0.1103,0.10763636716434331,-0.07046200907266208,0.14526455757351633,0.11762291665994112,0.1115543955759608,-0.02481229038228934,-0.08009334590742381,0.09561962391713952,4.541183959867087e-06,0.015668231110274943,-0.30927152080340437,0.009895158996431792,0.7429970895299816,1.1943102219877859e-05,0.0
CLI00024,0,0.0304,0.06743367581612196,-0.10849681778866284,-0.09530905362373529,0.0327131107707694,0.030136869818397076,0.22330397836865154,0.2543337625431257,0.02583366208646377,2.4312025083338368e-06,-0.0092432530066341,-0.6863309331396262,-0.09783650916624427,-0.14943769884058572,1.0847926666927066e-05,0.0
CLI00025,0,0.0161,0.06754338372604084,-0.10570818789646086,-0.03386136839524684,-0.07795414092468796,0.02965653142760431,-0.41898188311202283,0.16829857940854212,0.02912524655861626,2.4312025083338368e-06,-0.02237746414979745,-0.366335153243602,-0.1191388491750028,-0.31595824537354206,1.0847926666927066e-05,0.0
CLI00026,0,0.0135,0.09321082738086531,-0.15445321730311803,-0.17857999878976943,0.10863199032516273,-0.03497151254976381,0.16110710312434026,-0.0029842884179673767,0.08858669943965929,4.541183959867087e-06,-0.02041417276616146,-1.193872752566223,-0.09577012038939742,-0.11458401702066567,1.0632404105063022e-05,0.0
CLI00027,0,0.0123,0.06790698308214727,-0.23551441179451169,0.11311121440659892,-0.04249355327910401,0.03148988884874855,-0.36529320118235176,0.07946526523685357,-0.021395271899107095,4.5411839598670904e-06,-0.2774964949875505,-0.29738844456582303,-0.16629319958012845,-0.32217301599417214,1.0847926666927066e-05,0.0
CLI00028,0,0.0073,0.043840798594367396,-0.03594990196889039,-0.13993205645394513,-0.08212476886507407,-0.02840204246480113,-0.3624667547310555,0.002875189560605212,-0.04461314024907761,4.5411839598670904e-06,-0.17772922605888225,-1.2314377710911675,-0.04703273378598638,0.14452638452666725,1.0632404105063022e-05,0.0
CLI00029,0,0.0751,0.08127363258365553,-0.062308980503405796,-0.13198035208878386,-0.04537942805679107,0.0233997648764256,0.1904152321888114,0.20739599276661672,0.012264827111154853,2.4312025083338368e-06,-0.11004670779940257,0.17136817668997364,0.1395479845677351,-0.03783297006769709,1.1943102219877859e-05,0.0
CLI00030,0,0.0282,0.06306955302689413,-0.036022220583401494,-0.007104514134588934,-0.07433269012831727,-0.025654669656847543,-0.4313214133888532,-0.0350477417371058,-0.0568631792882399,4.5411839598670904e-06,0.0949302254037836,0.23372324183859577,-0.33134293582402485,0.017106900429512194,-0.00026136948184859267,0.0
CLI00031,0,0.0306,0.08473514902163276,0.2936582285334729,0.357419126204049,0.03863668746016047,0.04880285634752238,0.09477728709392279,-0.07408480317208402,0.007660449707004764,4.541183959867087e-06,0.02663217636608957,-0.6866512173003683,-0.7548758183561056,0.05545389775022551,1.0847926666927066e-05,0.0
CLI00032,0,0.0273,0.08422582921541506,0.1780864900978151,0.08712159238854995,0.031067765331593302,0.013017560499024163,0.20181317092242818,0.19489645478841994,0.021299667929786634,2.4312025083338368e-06,-0.18554664070154667,-0.32799259066528524,-0.8697517161306607,-0.050936249286040396,1.1943102219877859e-05,0.0
CLI00033,0,0.0276,-0.3124786801056562,-0.10173138301975117,0.14493333430855293,0.2507304677952556,0.05299615775685335,-0.16644639596925015,-0.4838613263506281,0.2217916472363447,4.5411839598670904e-06,0.019717459411363762,-0.2521737348331251,0.1077800323013186,-0.09479329861722262,1.1943102219877859e-05,0.0
CLI00034,0,0.0056,-0.32758650215827917,-0.037828888924356485,-0.08923679547615425,-0.010937664834708892,0.0468646167383806,-0.44553109854674067,0.0022316249304556567,-0.009323230876997725,2.4312025083338368e-06,-0.006197145790259776,-0.632502773372041,-0.8628590071183039,0.1402188913233197,1.0847926666927066e-05,0.0
